outcome,member_id,regime,channel,sample_count,signed_mean_robust_scaled_gradient,mean_absolute_robust_scaled_gradient,signs_retained,estimand,gradient_identity
member_residual,2864601_0.340,unstable,1,97,0.007805367848355054,0.016732565544436542,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,unstable,2,97,0.002704278428132508,0.006188572748221075,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,unstable,3,97,0.0013586728478717685,0.01317270359803118,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,unstable,4,97,-0.005500235371997691,0.010395591555956834,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,unstable,5,97,-0.0004266269091081176,0.009478170704485051,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,unstable,6,97,0.0035226760828550707,0.009025592382034358,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,all,0,128,-0.00044705322596629184,0.00320861389827254,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,all,1,128,0.005687728814489045,0.011091208869958444,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,all,2,128,0.0019536836082408903,0.006206121008871843,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,all,3,128,0.00046850118711045627,0.011388011496978706,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,all,4,128,-0.003062246860475544,0.008327085498327008,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,all,5,128,0.0011242387635270685,0.006734348861808748,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,all,6,128,0.003966589684178835,0.007329390992005966,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,stable_or_near_floor,0,31,3.41503401601011e-05,0.0006361498228719482,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,stable_or_near_floor,1,31,0.001997753697527114,0.0025495652901763475,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,stable_or_near_floor,2,31,0.0009353864648076297,0.0015253408841622484,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,stable_or_near_floor,3,31,0.00034112318525104343,0.002188611457383579,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,stable_or_near_floor,4,31,-0.00038409794034491854,0.0015250226937521443,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,stable_or_near_floor,5,31,9.37143514154502e-05,0.0012797240127603595,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,stable_or_near_floor,6,31,0.000396825907911076,0.001294389630837434,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,unstable,0,97,-0.0006008399326664792,0.004030741592472729,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,unstable,1,97,0.0068669992126933746,0.01382101248823932,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,unstable,2,97,0.0022791187777917252,0.0077020404301707856,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,unstable,3,97,0.0005092096206943924,0.01432802594262251,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,unstable,4,97,-0.003918150123610073,0.010500940621438566,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,unstable,5,97,0.0014535816168823278,0.008477579483669574,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.296,unstable,6,97,0.005107442025047912,0.009258102767224776,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,all,0,128,-0.0003856566389278951,0.0035484556107853883,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,all,1,128,0.006296201862594674,0.011409198850277483,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,all,2,128,0.00251187593421586,0.0050808586046084325,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,all,3,128,0.006185950750729942,0.010695377884525818,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,all,4,128,-0.004975464553955559,0.008938627576816993,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,all,5,128,-0.0017966922885475434,0.00659000000592034,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,all,6,128,0.0034157969082233355,0.006841055256986246,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,stable_or_near_floor,0,31,0.00010636523454805526,0.0006376418254716809,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,stable_or_near_floor,1,31,0.0018086606473871139,0.0026306931046398844,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,stable_or_near_floor,2,31,0.0006119937854479824,0.0011512200406189482,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,stable_or_near_floor,3,31,0.0015030119320102039,0.002454683407702815,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,stable_or_near_floor,4,31,-0.0008131205570110746,0.002117642601500953,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,stable_or_near_floor,5,31,-0.0003485332999326691,0.0014260989131499146,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,stable_or_near_floor,6,31,0.00013989747745968831,0.001517460989265896,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,unstable,0,97,-0.000542900742822271,0.004478715686504202,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,unstable,1,97,0.007730364519001213,0.014214700686512179,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,unstable,2,97,0.0031190547652653875,0.006336722475574143,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,unstable,3,97,0.0076825600639290345,0.01332900189258265,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,unstable,4,97,-0.006305698202463591,0.011118529991608717,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,unstable,5,97,-0.0022595059859399254,0.00824031891185728,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.270,unstable,6,97,0.004462733839704501,0.008542410126051513,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,all,0,128,-0.00037650185788780914,0.0036074060906608,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,all,1,128,0.007574403283782994,0.01397745602453655,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,all,2,128,0.0026302615321918046,0.0062929781583134095,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,all,3,128,-0.008296490662696904,0.012246330012620725,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,all,4,128,-0.006116131485266481,0.010711711168153564,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,all,5,128,0.001390618591564399,0.00763233049932472,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,all,6,128,0.0038713942343234845,0.008136540030545565,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,stable_or_near_floor,0,31,-7.445908783103675e-05,0.0006065175872457181,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,stable_or_near_floor,1,31,0.0025946487265951466,0.003337782919176004,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,stable_or_near_floor,2,31,0.0010557844247227107,0.001388426933989702,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,stable_or_near_floor,3,31,-0.0016742959539228876,0.0022229074221360927,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,stable_or_near_floor,4,31,-0.0010363321703283966,0.0016923239072554543,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,stable_or_near_floor,5,31,0.0004346242209619326,0.0013164576894026032,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,stable_or_near_floor,6,31,4.918214454026175e-05,0.0011111095625980772,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,unstable,0,97,-0.0004730309905863653,0.004566452931958405,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,unstable,1,97,0.009165871235049212,0.01737776392418786,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,unstable,2,97,0.003133444937671618,0.007860412054746758,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,unstable,3,97,-0.010412862167562827,0.015449691871435405,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,unstable,4,97,-0.007739572503442568,0.01359419575668801,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,unstable,5,97,0.0016961425656744655,0.009650805314866838,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.352,unstable,6,97,0.005092925933120185,0.010381780695559714,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
