member_id,filter_index,channel_index,channel_name,kernel_position,signed_weight
2864601_0.437,9,3,gbdrift0_over_shat,5,-1.127540946006775
2864601_0.437,9,3,gbdrift0_over_shat,6,-0.7793602347373962
2864601_0.437,9,3,gbdrift0_over_shat,7,-0.2705928087234497
2864601_0.437,9,3,gbdrift0_over_shat,8,-0.030806399881839752
2864601_0.437,9,3,gbdrift0_over_shat,9,0.023782076314091682
2864601_0.437,9,3,gbdrift0_over_shat,10,-0.11567642539739609
2864601_0.437,9,3,gbdrift0_over_shat,11,0.17748263478279114
2864601_0.437,9,3,gbdrift0_over_shat,12,0.40041470527648926
2864601_0.437,9,4,gds2,0,0.038532596081495285
2864601_0.437,9,4,gds2,1,0.03610414266586304
2864601_0.437,9,4,gds2,2,0.05735468119382858
2864601_0.437,9,4,gds2,3,-0.02687254175543785
2864601_0.437,9,4,gds2,4,-0.09594801068305969
2864601_0.437,9,4,gds2,5,0.016148297116160393
2864601_0.437,9,4,gds2,6,-0.03965899348258972
2864601_0.437,9,4,gds2,7,0.04569027200341225
2864601_0.437,9,4,gds2,8,0.1099124476313591
2864601_0.437,9,4,gds2,9,-0.01645728573203087
2864601_0.437,9,4,gds2,10,-0.08171907812356949
2864601_0.437,9,4,gds2,11,-0.003737084800377488
2864601_0.437,9,4,gds2,12,-0.14294567704200745
2864601_0.437,9,5,gds21_over_shat,0,-0.03822118788957596
2864601_0.437,9,5,gds21_over_shat,1,-0.03362944722175598
2864601_0.437,9,5,gds21_over_shat,2,0.012432132847607136
2864601_0.437,9,5,gds21_over_shat,3,0.009103071875870228
2864601_0.437,9,5,gds21_over_shat,4,0.0312652662396431
2864601_0.437,9,5,gds21_over_shat,5,-0.2825135886669159
2864601_0.437,9,5,gds21_over_shat,6,-0.16418419778347015
2864601_0.437,9,5,gds21_over_shat,7,0.09191560000181198
2864601_0.437,9,5,gds21_over_shat,8,0.08570343255996704
2864601_0.437,9,5,gds21_over_shat,9,-0.1216052919626236
2864601_0.437,9,5,gds21_over_shat,10,-0.08854788541793823
2864601_0.437,9,5,gds21_over_shat,11,-0.021799728274345398
2864601_0.437,9,5,gds21_over_shat,12,0.22639039158821106
2864601_0.437,9,6,gds22_over_shat_squared,0,0.0015416742535308003
2864601_0.437,9,6,gds22_over_shat_squared,1,-0.05323487147688866
2864601_0.437,9,6,gds22_over_shat_squared,2,-0.033635854721069336
2864601_0.437,9,6,gds22_over_shat_squared,3,0.03964788094162941
2864601_0.437,9,6,gds22_over_shat_squared,4,-0.04195138067007065
2864601_0.437,9,6,gds22_over_shat_squared,5,-0.04423322156071663
2864601_0.437,9,6,gds22_over_shat_squared,6,-0.032980822026729584
2864601_0.437,9,6,gds22_over_shat_squared,7,0.021887805312871933
2864601_0.437,9,6,gds22_over_shat_squared,8,0.1249365285038948
2864601_0.437,9,6,gds22_over_shat_squared,9,-0.023298699408769608
2864601_0.437,9,6,gds22_over_shat_squared,10,0.0020058590453118086
2864601_0.437,9,6,gds22_over_shat_squared,11,0.039161838591098785
2864601_0.437,9,6,gds22_over_shat_squared,12,0.04270762577652931
2864601_0.437,10,0,bmag,0,-0.06658551841974258
2864601_0.437,10,0,bmag,1,0.025956759229302406
2864601_0.437,10,0,bmag,2,0.1563679724931717
2864601_0.437,10,0,bmag,3,0.48387789726257324
2864601_0.437,10,0,bmag,4,0.6703115701675415
2864601_0.437,10,0,bmag,5,0.6205173134803772
2864601_0.437,10,0,bmag,6,0.6436019539833069
2864601_0.437,10,0,bmag,7,0.09213490784168243
2864601_0.437,10,0,bmag,8,-0.30775347352027893
2864601_0.437,10,0,bmag,9,-0.505691409111023
2864601_0.437,10,0,bmag,10,-0.663501501083374
2864601_0.437,10,0,bmag,11,-0.523956835269928
2864601_0.437,10,0,bmag,12,-0.37478771805763245
2864601_0.437,10,1,gbdrift,0,0.25844788551330566
2864601_0.437,10,1,gbdrift,1,0.2836974859237671
2864601_0.437,10,1,gbdrift,2,0.3353831171989441
2864601_0.437,10,1,gbdrift,3,0.4321947991847992
2864601_0.437,10,1,gbdrift,4,0.633244514465332
2864601_0.437,10,1,gbdrift,5,0.5017508864402771
2864601_0.437,10,1,gbdrift,6,0.1940286010503769
2864601_0.437,10,1,gbdrift,7,-0.28464481234550476
2864601_0.437,10,1,gbdrift,8,-0.3668830394744873
2864601_0.437,10,1,gbdrift,9,-0.5026050806045532
2864601_0.437,10,1,gbdrift,10,-0.3700200617313385
2864601_0.437,10,1,gbdrift,11,-0.23528200387954712
2864601_0.437,10,1,gbdrift,12,-0.0633106529712677
2864601_0.437,10,2,cvdrift,0,0.09883525222539902
2864601_0.437,10,2,cvdrift,1,-0.08764313906431198
2864601_0.437,10,2,cvdrift,2,-0.07387876510620117
2864601_0.437,10,2,cvdrift,3,0.048895951360464096
2864601_0.437,10,2,cvdrift,4,-0.007238373160362244
2864601_0.437,10,2,cvdrift,5,-0.015562618151307106
2864601_0.437,10,2,cvdrift,6,-0.4555189907550812
2864601_0.437,10,2,cvdrift,7,-0.44793060421943665
2864601_0.437,10,2,cvdrift,8,-0.49881675839424133
2864601_0.437,10,2,cvdrift,9,-0.3444705605506897
2864601_0.437,10,2,cvdrift,10,-0.16034924983978271
2864601_0.437,10,2,cvdrift,11,-0.041130200028419495
2864601_0.437,10,2,cvdrift,12,-0.1950361579656601
2864601_0.437,10,3,gbdrift0_over_shat,0,-0.06490781903266907
2864601_0.437,10,3,gbdrift0_over_shat,1,0.0823448970913887
2864601_0.437,10,3,gbdrift0_over_shat,2,0.10586560517549515
2864601_0.437,10,3,gbdrift0_over_shat,3,-0.045779962092638016
2864601_0.437,10,3,gbdrift0_over_shat,4,0.25198742747306824
2864601_0.437,10,3,gbdrift0_over_shat,5,0.16569095849990845
2864601_0.437,10,3,gbdrift0_over_shat,6,0.1880348175764084
2864601_0.437,10,3,gbdrift0_over_shat,7,0.06977316737174988
2864601_0.437,10,3,gbdrift0_over_shat,8,-0.20629428327083588
2864601_0.437,10,3,gbdrift0_over_shat,9,-0.18486198782920837
2864601_0.437,10,3,gbdrift0_over_shat,10,-0.3334123492240906
2864601_0.437,10,3,gbdrift0_over_shat,11,-0.24076536297798157
2864601_0.437,10,3,gbdrift0_over_shat,12,-0.33145439624786377
2864601_0.437,10,4,gds2,0,0.05296887084841728
2864601_0.437,10,4,gds2,1,0.03198358044028282
2864601_0.437,10,4,gds2,2,-0.10398980230093002
2864601_0.437,10,4,gds2,3,-0.05471411719918251
2864601_0.437,10,4,gds2,4,-0.009926407597959042
2864601_0.437,10,4,gds2,5,0.06428361684083939
2864601_0.437,10,4,gds2,6,0.056302838027477264
2864601_0.437,10,4,gds2,7,-0.022120803594589233
2864601_0.437,10,4,gds2,8,-0.11752674728631973
2864601_0.437,10,4,gds2,9,-0.1559353470802307
2864601_0.437,10,4,gds2,10,0.0492032915353775
2864601_0.437,10,4,gds2,11,-0.00977884978055954
2864601_0.437,10,4,gds2,12,-0.005011901259422302
2864601_0.437,10,5,gds21_over_shat,0,-0.026459332555532455
2864601_0.437,10,5,gds21_over_shat,1,0.01920706406235695
2864601_0.437,10,5,gds21_over_shat,2,-0.020066585391759872
2864601_0.437,10,5,gds21_over_shat,3,-0.031710185110569
2864601_0.437,10,5,gds21_over_shat,4,0.0002276420418638736
2864601_0.437,10,5,gds21_over_shat,5,-0.03813083842396736
2864601_0.437,10,5,gds21_over_shat,6,-0.028117800131440163
2864601_0.437,10,5,gds21_over_shat,7,-0.03423433005809784
2864601_0.437,10,5,gds21_over_shat,8,-0.07226178050041199
2864601_0.437,10,5,gds21_over_shat,9,0.025818128138780594
2864601_0.437,10,5,gds21_over_shat,10,0.001109694829210639
2864601_0.437,10,5,gds21_over_shat,11,-0.03741845861077309
2864601_0.437,10,5,gds21_over_shat,12,0.08276890218257904
2864601_0.437,10,6,gds22_over_shat_squared,0,-0.01155283022671938
2864601_0.437,10,6,gds22_over_shat_squared,1,0.09935985505580902
2864601_0.437,10,6,gds22_over_shat_squared,2,-0.07142994552850723
2864601_0.437,10,6,gds22_over_shat_squared,3,0.0469474233686924
2864601_0.437,10,6,gds22_over_shat_squared,4,-0.09208067506551743
2864601_0.437,10,6,gds22_over_shat_squared,5,-0.046642549335956573
2864601_0.437,10,6,gds22_over_shat_squared,6,0.12058389186859131
2864601_0.437,10,6,gds22_over_shat_squared,7,-0.035285480320453644
2864601_0.437,10,6,gds22_over_shat_squared,8,-0.07566940784454346
2864601_0.437,10,6,gds22_over_shat_squared,9,0.018942369148135185
2864601_0.437,10,6,gds22_over_shat_squared,10,0.016073109582066536
2864601_0.437,10,6,gds22_over_shat_squared,11,0.030508825555443764
2864601_0.437,10,6,gds22_over_shat_squared,12,0.07521137595176697
2864601_0.437,11,0,bmag,0,0.10756151378154755
2864601_0.437,11,0,bmag,1,-0.05567382276058197
2864601_0.437,11,0,bmag,2,-0.15467947721481323
2864601_0.437,11,0,bmag,3,0.04789397865533829
2864601_0.437,11,0,bmag,4,0.0955522209405899
2864601_0.437,11,0,bmag,5,-0.050563666969537735
2864601_0.437,11,0,bmag,6,0.012763483449816704
2864601_0.437,11,0,bmag,7,-0.06368917971849442
2864601_0.437,11,0,bmag,8,-0.15230396389961243
2864601_0.437,11,0,bmag,9,-0.08217661082744598
2864601_0.437,11,0,bmag,10,-0.09661954641342163
2864601_0.437,11,0,bmag,11,-0.17396487295627594
2864601_0.437,11,0,bmag,12,-0.0007684626034460962
2864601_0.437,11,1,gbdrift,0,0.1277380734682083
2864601_0.437,11,1,gbdrift,1,0.09487200528383255
2864601_0.437,11,1,gbdrift,2,0.08934585005044937
2864601_0.437,11,1,gbdrift,3,-0.018944479525089264
2864601_0.437,11,1,gbdrift,4,0.17228110134601593
2864601_0.437,11,1,gbdrift,5,0.12136486172676086
2864601_0.437,11,1,gbdrift,6,-0.04472065344452858
2864601_0.437,11,1,gbdrift,7,0.07339675724506378
2864601_0.437,11,1,gbdrift,8,0.3522501587867737
2864601_0.437,11,1,gbdrift,9,0.23965157568454742
2864601_0.437,11,1,gbdrift,10,-0.05096594989299774
2864601_0.437,11,1,gbdrift,11,0.0891883447766304
2864601_0.437,11,1,gbdrift,12,0.05510377138853073
2864601_0.437,11,2,cvdrift,0,0.0929446816444397
2864601_0.437,11,2,cvdrift,1,0.15488839149475098
2864601_0.437,11,2,cvdrift,2,0.004029165022075176
2864601_0.437,11,2,cvdrift,3,0.06310254335403442
2864601_0.437,11,2,cvdrift,4,0.07138293236494064
2864601_0.437,11,2,cvdrift,5,-0.05768889561295509
2864601_0.437,11,2,cvdrift,6,-0.19848434627056122
2864601_0.437,11,2,cvdrift,7,-0.038428302854299545
2864601_0.437,11,2,cvdrift,8,0.2800540030002594
2864601_0.437,11,2,cvdrift,9,0.21118411421775818
2864601_0.437,11,2,cvdrift,10,0.05348540470004082
2864601_0.437,11,2,cvdrift,11,0.008259455673396587
2864601_0.437,11,2,cvdrift,12,-0.017010953277349472
2864601_0.437,11,3,gbdrift0_over_shat,0,0.33678993582725525
2864601_0.437,11,3,gbdrift0_over_shat,1,0.48122358322143555
2864601_0.437,11,3,gbdrift0_over_shat,2,0.0670425072312355
2864601_0.437,11,3,gbdrift0_over_shat,3,-0.04158232361078262
2864601_0.437,11,3,gbdrift0_over_shat,4,-0.0955556258559227
2864601_0.437,11,3,gbdrift0_over_shat,5,0.2272421270608902
2864601_0.437,11,3,gbdrift0_over_shat,6,0.44392746686935425
2864601_0.437,11,3,gbdrift0_over_shat,7,0.7062533497810364
2864601_0.437,11,3,gbdrift0_over_shat,8,0.522369384765625
2864601_0.437,11,3,gbdrift0_over_shat,9,0.3717913031578064
2864601_0.437,11,3,gbdrift0_over_shat,10,0.34504806995391846
2864601_0.437,11,3,gbdrift0_over_shat,11,0.42884907126426697
2864601_0.437,11,3,gbdrift0_over_shat,12,0.5609519481658936
2864601_0.437,11,4,gds2,0,0.07769118249416351
2864601_0.437,11,4,gds2,1,-0.015135839581489563
2864601_0.437,11,4,gds2,2,-0.03544653579592705
2864601_0.437,11,4,gds2,3,-0.034434426575899124
2864601_0.437,11,4,gds2,4,0.04695180431008339
2864601_0.437,11,4,gds2,5,-0.019891636446118355
2864601_0.437,11,4,gds2,6,-0.028849096968770027
2864601_0.437,11,4,gds2,7,0.029503654688596725
2864601_0.437,11,4,gds2,8,-0.09864035248756409
2864601_0.437,11,4,gds2,9,-0.09496457874774933
2864601_0.437,11,4,gds2,10,0.07778026163578033
2864601_0.437,11,4,gds2,11,-0.031219536438584328
2864601_0.437,11,4,gds2,12,-0.1122787818312645
2864601_0.437,11,5,gds21_over_shat,0,0.09677677601575851
2864601_0.437,11,5,gds21_over_shat,1,-0.13347691297531128
2864601_0.437,11,5,gds21_over_shat,2,0.06225580349564552
2864601_0.437,11,5,gds21_over_shat,3,-0.00849606841802597
2864601_0.437,11,5,gds21_over_shat,4,-0.02332943119108677
2864601_0.437,11,5,gds21_over_shat,5,-0.08938297629356384
2864601_0.437,11,5,gds21_over_shat,6,-0.09240158647298813
2864601_0.437,11,5,gds21_over_shat,7,-0.08203769475221634
2864601_0.437,11,5,gds21_over_shat,8,-0.13753217458724976
2864601_0.437,11,5,gds21_over_shat,9,-0.1016044169664383
2864601_0.437,11,5,gds21_over_shat,10,-0.04924682155251503
2864601_0.437,11,5,gds21_over_shat,11,-0.03361206501722336
2864601_0.437,11,5,gds21_over_shat,12,-0.1439693719148636
2864601_0.437,11,6,gds22_over_shat_squared,0,0.016187794506549835
2864601_0.437,11,6,gds22_over_shat_squared,1,0.032022636383771896
2864601_0.437,11,6,gds22_over_shat_squared,2,0.019902730360627174
2864601_0.437,11,6,gds22_over_shat_squared,3,0.08369037508964539
2864601_0.437,11,6,gds22_over_shat_squared,4,-0.04801660031080246
2864601_0.437,11,6,gds22_over_shat_squared,5,0.008956334553658962
2864601_0.437,11,6,gds22_over_shat_squared,6,-0.02524930238723755
2864601_0.437,11,6,gds22_over_shat_squared,7,0.05269995704293251
2864601_0.437,11,6,gds22_over_shat_squared,8,-0.06840633600950241
2864601_0.437,11,6,gds22_over_shat_squared,9,0.07159949094057083
2864601_0.437,11,6,gds22_over_shat_squared,10,0.09450317174196243
2864601_0.437,11,6,gds22_over_shat_squared,11,0.07012887299060822
2864601_0.437,11,6,gds22_over_shat_squared,12,0.13539956510066986
2864601_0.437,12,0,bmag,0,0.22950762510299683
2864601_0.437,12,0,bmag,1,0.29750797152519226
2864601_0.437,12,0,bmag,2,0.26636552810668945
2864601_0.437,12,0,bmag,3,0.30729246139526367
2864601_0.437,12,0,bmag,4,0.18694759905338287
2864601_0.437,12,0,bmag,5,0.19743110239505768
2864601_0.437,12,0,bmag,6,0.22325949370861053
2864601_0.437,12,0,bmag,7,0.07914542406797409
2864601_0.437,12,0,bmag,8,-0.038246896117925644
2864601_0.437,12,0,bmag,9,0.029443442821502686
2864601_0.437,12,0,bmag,10,-0.13562822341918945
2864601_0.437,12,0,bmag,11,0.0652184784412384
2864601_0.437,12,0,bmag,12,-0.06471657007932663
2864601_0.437,12,1,gbdrift,0,0.0993264764547348
2864601_0.437,12,1,gbdrift,1,0.11261125653982162
2864601_0.437,12,1,gbdrift,2,0.31121328473091125
2864601_0.437,12,1,gbdrift,3,0.2643906772136688
2864601_0.437,12,1,gbdrift,4,0.3530236482620239
2864601_0.437,12,1,gbdrift,5,0.3057577908039093
2864601_0.437,12,1,gbdrift,6,0.20985758304595947
2864601_0.437,12,1,gbdrift,7,0.152698814868927
2864601_0.437,12,1,gbdrift,8,0.08349797129631042
2864601_0.437,12,1,gbdrift,9,0.2448807954788208
2864601_0.437,12,1,gbdrift,10,0.1559799462556839
2864601_0.437,12,1,gbdrift,11,0.023321419954299927
2864601_0.437,12,1,gbdrift,12,0.17181742191314697
2864601_0.437,12,2,cvdrift,0,-0.0008895727805793285
2864601_0.437,12,2,cvdrift,1,0.2945372462272644
2864601_0.437,12,2,cvdrift,2,0.3474617898464203
2864601_0.437,12,2,cvdrift,3,0.3224341869354248
2864601_0.437,12,2,cvdrift,4,0.2570716142654419
2864601_0.437,12,2,cvdrift,5,0.37322863936424255
2864601_0.437,12,2,cvdrift,6,0.15085026621818542
2864601_0.437,12,2,cvdrift,7,0.22113798558712006
2864601_0.437,12,2,cvdrift,8,0.23315030336380005
2864601_0.437,12,2,cvdrift,9,0.09400538355112076
2864601_0.437,12,2,cvdrift,10,0.1550598293542862
2864601_0.437,12,2,cvdrift,11,0.18460828065872192
2864601_0.437,12,2,cvdrift,12,0.175283282995224
2864601_0.437,12,3,gbdrift0_over_shat,0,-0.34567126631736755
2864601_0.437,12,3,gbdrift0_over_shat,1,-0.12590138614177704
2864601_0.437,12,3,gbdrift0_over_shat,2,0.13487373292446136
2864601_0.437,12,3,gbdrift0_over_shat,3,0.040485598146915436
2864601_0.437,12,3,gbdrift0_over_shat,4,0.002578251762315631
2864601_0.437,12,3,gbdrift0_over_shat,5,0.13181179761886597
2864601_0.437,12,3,gbdrift0_over_shat,6,0.30102741718292236
2864601_0.437,12,3,gbdrift0_over_shat,7,0.4524996280670166
2864601_0.437,12,3,gbdrift0_over_shat,8,0.4279390275478363
2864601_0.437,12,3,gbdrift0_over_shat,9,0.4222531318664551
2864601_0.437,12,3,gbdrift0_over_shat,10,0.32727137207984924
2864601_0.437,12,3,gbdrift0_over_shat,11,0.09639276564121246
2864601_0.437,12,3,gbdrift0_over_shat,12,0.28876230120658875
2864601_0.437,12,4,gds2,0,0.075052410364151
2864601_0.437,12,4,gds2,1,-0.0069589996710419655
2864601_0.437,12,4,gds2,2,-0.10782568901777267
2864601_0.437,12,4,gds2,3,-0.07890674471855164
2864601_0.437,12,4,gds2,4,-0.07004038244485855
2864601_0.437,12,4,gds2,5,0.06423390656709671
2864601_0.437,12,4,gds2,6,0.05097717419266701
2864601_0.437,12,4,gds2,7,0.11589031666517258
2864601_0.437,12,4,gds2,8,-0.07432139664888382
2864601_0.437,12,4,gds2,9,-7.4241885158699e-05
2864601_0.437,12,4,gds2,10,-0.10961470752954483
2864601_0.437,12,4,gds2,11,-0.08663176745176315
2864601_0.437,12,4,gds2,12,0.11084219068288803
2864601_0.437,12,5,gds21_over_shat,0,0.1550208032131195
2864601_0.437,12,5,gds21_over_shat,1,0.1514221429824829
2864601_0.437,12,5,gds21_over_shat,2,0.15915915369987488
2864601_0.437,12,5,gds21_over_shat,3,0.13225619494915009
2864601_0.437,12,5,gds21_over_shat,4,-0.1213119700551033
2864601_0.437,12,5,gds21_over_shat,5,-0.07719361037015915
2864601_0.437,12,5,gds21_over_shat,6,-0.1860680878162384
2864601_0.437,12,5,gds21_over_shat,7,-0.08410116285085678
2864601_0.437,12,5,gds21_over_shat,8,0.16172070801258087
2864601_0.437,12,5,gds21_over_shat,9,-0.04675334692001343
2864601_0.437,12,5,gds21_over_shat,10,-0.011261827312409878
2864601_0.437,12,5,gds21_over_shat,11,0.07830897718667984
2864601_0.437,12,5,gds21_over_shat,12,-0.21193687617778778
2864601_0.437,12,6,gds22_over_shat_squared,0,-0.2787925601005554
2864601_0.437,12,6,gds22_over_shat_squared,1,-0.03507937863469124
2864601_0.437,12,6,gds22_over_shat_squared,2,-0.0034137703478336334
2864601_0.437,12,6,gds22_over_shat_squared,3,0.013675232417881489
2864601_0.437,12,6,gds22_over_shat_squared,4,0.020596856251358986
2864601_0.437,12,6,gds22_over_shat_squared,5,-0.09504077583551407
2864601_0.437,12,6,gds22_over_shat_squared,6,-0.05878206714987755
2864601_0.437,12,6,gds22_over_shat_squared,7,-0.1161014512181282
2864601_0.437,12,6,gds22_over_shat_squared,8,-0.21741391718387604
2864601_0.437,12,6,gds22_over_shat_squared,9,-0.24005970358848572
2864601_0.437,12,6,gds22_over_shat_squared,10,-0.2500053346157074
2864601_0.437,12,6,gds22_over_shat_squared,11,-0.44000086188316345
2864601_0.437,12,6,gds22_over_shat_squared,12,-0.4835564196109772
2864601_0.437,13,0,bmag,0,-0.1059059128165245
2864601_0.437,13,0,bmag,1,-0.31045717000961304
2864601_0.437,13,0,bmag,2,-0.4198191463947296
2864601_0.437,13,0,bmag,3,-0.28810232877731323
2864601_0.437,13,0,bmag,4,-0.0031322184950113297
2864601_0.437,13,0,bmag,5,0.38752809166908264
2864601_0.437,13,0,bmag,6,0.5210772752761841
2864601_0.437,13,0,bmag,7,0.47191157937049866
2864601_0.437,13,0,bmag,8,0.08610987663269043
2864601_0.437,13,0,bmag,9,-0.09012401103973389
2864601_0.437,13,0,bmag,10,-0.03545336425304413
2864601_0.437,13,0,bmag,11,-0.09639929234981537
2864601_0.437,13,0,bmag,12,0.10620307177305222
2864601_0.437,13,1,gbdrift,0,0.1528702974319458
2864601_0.437,13,1,gbdrift,1,-0.37834432721138
2864601_0.437,13,1,gbdrift,2,-0.16551657021045685
2864601_0.437,13,1,gbdrift,3,0.09314649552106857
2864601_0.437,13,1,gbdrift,4,0.12273479998111725
2864601_0.437,13,1,gbdrift,5,-0.19538749754428864
2864601_0.437,13,1,gbdrift,6,-0.040795620530843735
2864601_0.437,13,1,gbdrift,7,0.016418756917119026
2864601_0.437,13,1,gbdrift,8,0.02694767154753208
2864601_0.437,13,1,gbdrift,9,0.13801363110542297
2864601_0.437,13,1,gbdrift,10,0.3208255171775818
2864601_0.437,13,1,gbdrift,11,0.23355720937252045
2864601_0.437,13,1,gbdrift,12,0.015647565945982933
2864601_0.437,13,2,cvdrift,0,0.47318851947784424
2864601_0.437,13,2,cvdrift,1,0.06715840101242065
2864601_0.437,13,2,cvdrift,2,0.15566125512123108
2864601_0.437,13,2,cvdrift,3,0.26937952637672424
2864601_0.437,13,2,cvdrift,4,0.09214814007282257
2864601_0.437,13,2,cvdrift,5,-0.10249795764684677
2864601_0.437,13,2,cvdrift,6,-0.35354083776474
2864601_0.437,13,2,cvdrift,7,-0.12848545610904694
2864601_0.437,13,2,cvdrift,8,0.06717536598443985
2864601_0.437,13,2,cvdrift,9,0.29871219396591187
2864601_0.437,13,2,cvdrift,10,0.5345037579536438
2864601_0.437,13,2,cvdrift,11,0.4560118615627289
2864601_0.437,13,2,cvdrift,12,0.26472970843315125
2864601_0.437,13,3,gbdrift0_over_shat,0,-0.3785513937473297
2864601_0.437,13,3,gbdrift0_over_shat,1,0.08942155539989471
2864601_0.437,13,3,gbdrift0_over_shat,2,0.49871769547462463
2864601_0.437,13,3,gbdrift0_over_shat,3,0.5552831292152405
2864601_0.437,13,3,gbdrift0_over_shat,4,0.3527697026729584
2864601_0.437,13,3,gbdrift0_over_shat,5,-0.1617819219827652
2864601_0.437,13,3,gbdrift0_over_shat,6,-0.21907708048820496
2864601_0.437,13,3,gbdrift0_over_shat,7,-0.12177066504955292
2864601_0.437,13,3,gbdrift0_over_shat,8,-0.17399945855140686
2864601_0.437,13,3,gbdrift0_over_shat,9,-0.15090800821781158
2864601_0.437,13,3,gbdrift0_over_shat,10,-0.08424661308526993
2864601_0.437,13,3,gbdrift0_over_shat,11,-0.3965720534324646
2864601_0.437,13,3,gbdrift0_over_shat,12,-0.5221937894821167
2864601_0.437,13,4,gds2,0,0.07773493230342865
2864601_0.437,13,4,gds2,1,-0.08480090647935867
2864601_0.437,13,4,gds2,2,-0.04436856508255005
2864601_0.437,13,4,gds2,3,-0.14489400386810303
2864601_0.437,13,4,gds2,4,-0.12143564224243164
2864601_0.437,13,4,gds2,5,-0.049047041684389114
2864601_0.437,13,4,gds2,6,0.1547183096408844
2864601_0.437,13,4,gds2,7,0.11438892781734467
2864601_0.437,13,4,gds2,8,-0.06418174505233765
2864601_0.437,13,4,gds2,9,-0.2516310513019562
2864601_0.437,13,4,gds2,10,-0.12138525396585464
2864601_0.437,13,4,gds2,11,0.14562399685382843
2864601_0.437,13,4,gds2,12,0.05043152719736099
2864601_0.437,13,5,gds21_over_shat,0,-0.14983057975769043
2864601_0.437,13,5,gds21_over_shat,1,-0.0014905068092048168
2864601_0.437,13,5,gds21_over_shat,2,0.006019695661962032
2864601_0.437,13,5,gds21_over_shat,3,0.024527497589588165
2864601_0.437,13,5,gds21_over_shat,4,-0.0360596738755703
2864601_0.437,13,5,gds21_over_shat,5,-0.11753173172473907
2864601_0.437,13,5,gds21_over_shat,6,0.044186562299728394
2864601_0.437,13,5,gds21_over_shat,7,0.044829800724983215
2864601_0.437,13,5,gds21_over_shat,8,0.050018105655908585
2864601_0.437,13,5,gds21_over_shat,9,0.029376329854130745
2864601_0.437,13,5,gds21_over_shat,10,-0.018328487873077393
2864601_0.437,13,5,gds21_over_shat,11,-0.12229252606630325
2864601_0.437,13,5,gds21_over_shat,12,0.011375467292964458
2864601_0.437,13,6,gds22_over_shat_squared,0,0.09589464962482452
2864601_0.437,13,6,gds22_over_shat_squared,1,-0.008740789256989956
2864601_0.437,13,6,gds22_over_shat_squared,2,-0.17226217687129974
2864601_0.437,13,6,gds22_over_shat_squared,3,-0.12388692051172256
2864601_0.437,13,6,gds22_over_shat_squared,4,0.05639684945344925
2864601_0.437,13,6,gds22_over_shat_squared,5,0.18098744750022888
2864601_0.437,13,6,gds22_over_shat_squared,6,0.03889856114983559
2864601_0.437,13,6,gds22_over_shat_squared,7,0.06848930567502975
2864601_0.437,13,6,gds22_over_shat_squared,8,-0.1474359929561615
2864601_0.437,13,6,gds22_over_shat_squared,9,-0.20563238859176636
2864601_0.437,13,6,gds22_over_shat_squared,10,-0.0003267359861638397
2864601_0.437,13,6,gds22_over_shat_squared,11,-0.023985126987099648
2864601_0.437,13,6,gds22_over_shat_squared,12,0.17947456240653992
2864601_0.437,14,0,bmag,0,0.048926942050457
2864601_0.437,14,0,bmag,1,0.02612871304154396
2864601_0.437,14,0,bmag,2,-0.02843545563519001
2864601_0.437,14,0,bmag,3,0.025929614901542664
2864601_0.437,14,0,bmag,4,-0.30153194069862366
2864601_0.437,14,0,bmag,5,-0.2848012447357178
2864601_0.437,14,0,bmag,6,-0.5029029846191406
2864601_0.437,14,0,bmag,7,-0.44739770889282227
2864601_0.437,14,0,bmag,8,-0.27038270235061646
2864601_0.437,14,0,bmag,9,-0.04740116745233536
2864601_0.437,14,0,bmag,10,0.18041811883449554
2864601_0.437,14,0,bmag,11,0.2652575373649597
2864601_0.437,14,0,bmag,12,0.1630098819732666
2864601_0.437,14,1,gbdrift,0,0.10250239819288254
2864601_0.437,14,1,gbdrift,1,-0.1643787920475006
2864601_0.437,14,1,gbdrift,2,-0.23083248734474182
2864601_0.437,14,1,gbdrift,3,-0.11520980298519135
2864601_0.437,14,1,gbdrift,4,-0.13718439638614655
2864601_0.437,14,1,gbdrift,5,-0.11812342703342438
2864601_0.437,14,1,gbdrift,6,0.007720874156802893
2864601_0.437,14,1,gbdrift,7,0.06875813752412796
2864601_0.437,14,1,gbdrift,8,0.027342671528458595
2864601_0.437,14,1,gbdrift,9,-0.15559445321559906
2864601_0.437,14,1,gbdrift,10,0.08765935897827148
2864601_0.437,14,1,gbdrift,11,0.1427997499704361
2864601_0.437,14,1,gbdrift,12,0.3002183139324188
2864601_0.437,14,2,cvdrift,0,0.1768788993358612
2864601_0.437,14,2,cvdrift,1,-0.06874650716781616
2864601_0.437,14,2,cvdrift,2,-0.07440771162509918
2864601_0.437,14,2,cvdrift,3,-0.048557695001363754
2864601_0.437,14,2,cvdrift,4,0.07654747366905212
2864601_0.437,14,2,cvdrift,5,0.14312228560447693
2864601_0.437,14,2,cvdrift,6,0.20759217441082
2864601_0.437,14,2,cvdrift,7,0.20766140520572662
2864601_0.437,14,2,cvdrift,8,0.04622972011566162
2864601_0.437,14,2,cvdrift,9,0.029083194211125374
2864601_0.437,14,2,cvdrift,10,0.01002340205013752
2864601_0.437,14,2,cvdrift,11,0.24146325886249542
2864601_0.437,14,2,cvdrift,12,0.17605304718017578
