evidence_id,candidate_id,matrix_column,source_step,source_artifact,source_selector,source_fields,source_record_count,source_values_json,method_family,direction,direction_rule,direction_source,estimand,outcome,outcome_source,function_scope,cohort,regime,validity_tag,intervention,intervention_executed,machine_readable,uncertainty_unit,uncertainty_unit_source,summary
E08_BAD_USE,bad_curvature_compression,hidden_intervention,S08,reports/xai/S08_artifacts/tcav_use.csv,"{""concept"":""bad_curvature""}",member_id;layer_index;mean_directional_derivative;mean_directional_derivative_stable_or_near_floor;mean_directional_derivative_unstable;use_claim_permitted,15,"[{""layer_index"":""0"",""mean_directional_derivative"":""-0.17732678353786469"",""mean_directional_derivative_stable_or_near_floor"":""0.07175179570913315"",""mean_directional_derivative_unstable"":""-0.26503047347068787"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""True""},{""layer_index"":""1"",""mean_directional_derivative"":""-0.10799580067396164"",""mean_directional_derivative_stable_or_near_floor"":""0.0853695273399353"",""mean_directional_derivative_unstable"":""-0.17608219385147095"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""True""},{""layer_index"":""2"",""mean_directional_derivative"":""-0.13626974821090698"",""mean_directional_derivative_stable_or_near_floor"":""0.2050873190164566"",""mean_directional_derivative_unstable"":""-0.256465882062912"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""False""},{""layer_index"":""3"",""mean_directional_derivative"":""0.17070530354976654"",""mean_directional_derivative_stable_or_near_floor"":""0.1689590960741043"",""mean_directional_derivative_unstable"":""0.1713201403617859"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""True""},{""layer_index"":""4"",""mean_directional_derivative"":""0.13582800328731537"",""mean_directional_derivative_stable_or_near_floor"":""0.14244444668293"",""mean_directional_derivative_unstable"":""0.13349826633930206"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""True""},{""layer_index"":""0"",""mean_directional_derivative"":""-0.7026743292808533"",""mean_directional_derivative_stable_or_near_floor"":""0.02074326016008854"",""mean_directional_derivative_unstable"":""-0.9573988318443298"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""True""},{""layer_index"":""1"",""mean_directional_derivative"":""-0.1607614904642105"",""mean_directional_derivative_stable_or_near_floor"":""0.1643354743719101"",""mean_directional_derivative_unstable"":""-0.2752322256565094"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""False""},{""layer_index"":""2"",""mean_directional_derivative"":""0.17967312037944794"",""mean_directional_derivative_stable_or_near_floor"":""0.3762524425983429"",""mean_directional_derivative_unstable"":""0.11045502126216888"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""False""},{""layer_index"":""3"",""mean_directional_derivative"":""0.0839005634188652"",""mean_directional_derivative_stable_or_near_floor"":""0.11163999885320663"",""mean_directional_derivative_unstable"":""0.07413316518068314"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""False""},{""layer_index"":""4"",""mean_directional_derivative"":""0.05678076669573784"",""mean_directional_derivative_stable_or_near_floor"":""0.04495872184634209"",""mean_directional_derivative_unstable"":""0.06094345077872276"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""False""},{""layer_index"":""0"",""mean_directional_derivative"":""-0.45959222316741943"",""mean_directional_derivative_stable_or_near_floor"":""0.2536858320236206"",""mean_directional_derivative_unstable"":""-0.7107464671134949"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""True""},{""layer_index"":""1"",""mean_directional_derivative"":""-0.05526956915855408"",""mean_directional_derivative_stable_or_near_floor"":""0.14603833854198456"",""mean_directional_derivative_unstable"":""-0.1261526495218277"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""False""},{""layer_index"":""2"",""mean_directional_derivative"":""0.37560024857521057"",""mean_directional_derivative_stable_or_near_floor"":""0.5004431009292603"",""mean_directional_derivative_unstable"":""0.3316415250301361"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""True""},{""layer_index"":""3"",""mean_directional_derivative"":""0.20336782932281494"",""mean_directional_derivative_stable_or_near_floor"":""0.27730706334114075"",""mean_directional_derivative_unstable"":""0.17733289301395416"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""False""},{""layer_index"":""4"",""mean_directional_derivative"":""0.24531041085720062"",""mean_directional_derivative_stable_or_near_floor"":""0.15083232522010803"",""mean_directional_derivative_unstable"":""0.27857735753059387"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""False""}]",hidden_intervention,regime-dependent,"{""field"":""use_claim_permitted"",""kind"":""tcav_pass_fraction""}",config.direction_rule:tcav_pass_fraction;use_claim_permitted=7/15,"native max(log Q, -2)","native max(log Q, -2)",tcav_use.csv:estimand,invariant_tilde_f,S01 96-row registered hidden-intervention subset,pooled claim with regime checks retained,deliberately_off_manifold_diagnostic,edit hidden state along matched bad-curvature concept direction,True,True,not_applicable_no_interval_selected,not_applicable,"Bad-curvature use passes 7/15 cells, with signs changing across depth and regime."
E10_BAD_MOTIF,bad_curvature_compression,cross_model_consensus,S10,reports/xai/S10_artifacts/motif_catalog.csv,"{""motif_id"":""motif_001""}",member_count;minimum_recurrence;minimum_causal_similarity;s05_supported_unit_count;interpretive_label,1,"[{""interpretive_label"":""f_Q_integrand_p3_Bm1__mean_w25"",""member_count"":""7"",""minimum_causal_similarity"":""0.7080908576391702"",""minimum_recurrence"":""1.0"",""s05_supported_unit_count"":""1""}]",cross_model_functional_matching,mixed,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""mixed""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f member functions,S01 varied-gradient interpretation panel,stable and unstable gates both required,deliberately_off_manifold_diagnostic,matched hidden-unit mean replacement,True,True,not_applicable_no_interval_selected,not_applicable,"The f_Q-family motif spans seven members, but only one matched unit has the semantic name."
E09_BAD_DRIVE_DEPENDENCE,bad_curvature_compression,distillation,S09,reports/xai/S09_artifacts/interaction_summary.csv,"{""concept"":""bad_curvature"",""drive"":""a_over_LT"",""regime"":""all""}",bin_index;median_slope;minimum_slope;maximum_slope;member_sign_agreement;validity_tag,3,"[{""bin_index"":""0"",""maximum_slope"":""-0.7267643199920499"",""median_slope"":""-0.8577743457208834"",""member_sign_agreement"":""1.0"",""minimum_slope"":""-0.9717118673464619"",""validity_tag"":""observed-comparison""},{""bin_index"":""1"",""maximum_slope"":""0.2609391555108703"",""median_slope"":""0.24447774082932267"",""member_sign_agreement"":""1.0"",""minimum_slope"":""0.22978750855570862"",""validity_tag"":""observed-comparison""},{""bin_index"":""2"",""maximum_slope"":""0.36439596847525546"",""median_slope"":""0.3556052197971871"",""member_sign_agreement"":""1.0"",""minimum_slope"":""0.3411233556124108"",""validity_tag"":""observed-comparison""}]",concept_completeness,mixed,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""mixed""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,three invariant_tilde_f member decoders,S01 varied-gradient interpretation panel,drive bins,observed-comparison,not_interventional,False,True,not_applicable_no_interval_selected,not_applicable,"Bad-curvature point slopes reverse sign with temperature drive in all three members, but the contrast is unresolved."
E12_BAD_RECURRENCE,bad_curvature_compression,distillation,S12,reports/xai/S12_artifacts/term_recurrence.csv,"{""feature_name"":""bad_curvature_compression"",""target_kind"":""member_output""}",target_id;top_k_recurrence;median_importance;importance_ci95_lower;importance_ci95_upper;bootstrap_unit,3,"[{""bootstrap_unit"":""equilibrium_files"",""importance_ci95_lower"":""0.0789030254972261"",""importance_ci95_upper"":""0.1247486915100426"",""median_importance"":""0.09886109001102521"",""target_id"":""2864601_0.437"",""top_k_recurrence"":""0.16666666666666666""},{""bootstrap_unit"":""equilibrium_files"",""importance_ci95_lower"":""0.06859909983341914"",""importance_ci95_upper"":""0.13473091654886352"",""median_importance"":""0.10831643771249772"",""target_id"":""2864601_0.371"",""top_k_recurrence"":""0.36666666666666664""},{""bootstrap_unit"":""equilibrium_files"",""importance_ci95_lower"":""0.06341385436474427"",""importance_ci95_upper"":""0.14488982130741596"",""median_importance"":""0.10667301446657548"",""target_id"":""2864601_0.409"",""top_k_recurrence"":""0.43333333333333335""}]",distillation,mixed,"{""field"":""top_k_recurrence"",""kind"":""recurrence_across_members"",""support_threshold"":0.5}",config.direction_rule:recurrence_across_members;range=0.166667-0.433333;support_threshold=0.5,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,three invariant_tilde_f member functions,S01 varied-gradient interpretation panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S12_artifacts/term_recurrence.csv:bootstrap_unit,Bad-curvature/compression has modest top-five term recurrence despite a large registered interaction surface.
E13_BAD_QZ,bad_curvature_compression,Q_z,S13,reports/xai/S13_artifacts/fixed_associations.csv,"{""candidate"":""bad_curvature_compression"",""gradient_set"":""fixed"",""outcome"":""Qz_localization"",""regime"":""all""}",spearman_rho;ci95_lower;ci95_upper;bootstrap_unit,1,"[{""bootstrap_unit"":""equilibrium_files"",""ci95_lower"":""0.4590114573486443"",""ci95_upper"":""0.5527634204498468"",""spearman_rho"":""0.5081228853791651""}]",gx_spatial_observation,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)",Qz_localization,fixed_associations.csv:outcome,observed GX fixed-drive outcome,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/fixed_associations.csv:bootstrap_unit,Bad-curvature/compression is strongly associated with Q(z) localization at fixed drive.
E13_BAD_ZONAL,bad_curvature_compression,zonal_flow,S13,reports/xai/S13_artifacts/fixed_associations.csv,"{""candidate"":""bad_curvature_compression"",""gradient_set"":""fixed"",""outcome"":""log10_zonal_phi2"",""regime"":""all""}",spearman_rho;ci95_lower;ci95_upper;bootstrap_unit,1,"[{""bootstrap_unit"":""equilibrium_files"",""ci95_lower"":""0.2151058041728769"",""ci95_upper"":""0.3512363963337304"",""spearman_rho"":""0.28260285683369546""}]",gx_scalar_observation,descriptive,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""descriptive""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)",log10_zonal_phi2,fixed_associations.csv:outcome,observed GX fixed-drive outcome,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/fixed_associations.csv:bootstrap_unit,Bad-curvature/compression has a modest fixed-drive zonal association.
E13_BAD_NATIVE_ASSOCIATION,bad_curvature_compression,natural_experiment,S13,reports/xai/S13_artifacts/fixed_associations.csv,"{""candidate"":""bad_curvature_compression"",""gradient_set"":""fixed"",""outcome"":""target_native"",""regime"":""all""}",rows;spearman_rho;ci95_lower;ci95_upper;bootstrap_replicates;bootstrap_unit;validity_tag;claim_grade,1,"[{""bootstrap_replicates"":""500"",""bootstrap_unit"":""equilibrium_files"",""ci95_lower"":""0.777057810331127"",""ci95_upper"":""0.8352448117275125"",""claim_grade"":""observational-physical"",""rows"":""1000"",""spearman_rho"":""0.8078416864672553"",""validity_tag"":""observed-comparison""}]",gx_scalar_observation,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)",target_native,fixed_associations.csv:outcome,observed GX native output,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/fixed_associations.csv:bootstrap_unit,Bad-curvature/compression has a strong grouped-bootstrap rank association with native GX output.
E13_BAD_NATURAL,bad_curvature_compression,natural_experiment,S13,reports/xai/S13_artifacts/candidate_ranking.csv,"{""candidate"":""bad_curvature_compression""}",claim_grade;matched_native_effect;aipw_native_effect;aipw_native_ci95_lower;aipw_native_ci95_upper;aipw_resolved_fold_count;max_abs_nuisance_smd_after;aipw_overlap_fraction;causal_claim_permitted,1,"[{""aipw_native_ci95_lower"":""0.001434531793437324"",""aipw_native_ci95_upper"":""0.47601802379243113"",""aipw_native_effect"":""0.2032154631225817"",""aipw_overlap_fraction"":""0.246"",""aipw_resolved_fold_count"":""2"",""causal_claim_permitted"":""False"",""claim_grade"":""observational-physical"",""matched_native_effect"":""1.878127909437645"",""max_abs_nuisance_smd_after"":""3.7465191250190304""}]",natural_experiment,regime-dependent,"{""field"":""aipw_resolved_fold_count"",""kind"":""resolved_fold_count"",""total"":7}",config.direction_rule:resolved_fold_count;aipw_resolved_fold_count=2/7,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,observed GX native output,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/manifest.json:split_unit,Bad-curvature has strong raw association but its adjusted resolution survives only 2/7 fold assignments.
E04_GEO_U008_SHAPLEY,geodesic_curvature_compression,bottleneck_shapley,S04,reports/xai/S04_artifacts/shapley_global.csv,"{""feature_id"":""2864601_0.437:u008"",""member_id"":""2864601_0.437"",""stratum"":""overall""}",method;mean_signed;mean_absolute;rms;variance_share;validity_tag,1,"[{""mean_absolute"":""0.17009012714697747"",""mean_signed"":""0.004175568943785038"",""method"":""exact_enumeration"",""rms"":""0.2139561414169985"",""validity_tag"":""deliberately_off_manifold_diagnostic"",""variance_share"":""0.023961497664631955""}]",bottleneck_credit,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f,S01 varied-gradient interpretation panel,all,deliberately_off_manifold_diagnostic,exact Shapley mean-background coalition diagnostic,True,True,not_applicable_no_interval_selected,not_applicable,u008 is the top member's second-largest named bottleneck unit by exact Shapley magnitude.
E05_GEO_U008_SEMANTICS,geodesic_curvature_compression,unit_semantics,S05,reports/xai/S05_artifacts/unit_motifs.csv,"{""unit_id"":""2864601_0.437:u008""}",motif_status;claimed_concept;lag;lag_correlation;bootstrap_recurrence;selection_null_q95,1,"[{""bootstrap_recurrence"":""0.988"",""claimed_concept"":""radial_drift_geodesic_curvature__mean_w25"",""lag"":""-39"",""lag_correlation"":""-0.3150370488547432"",""motif_status"":""supported_named_motif"",""selection_null_q95"":""0.05669277402510291""}]",spatial_unit_semantics,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f,S01 varied-gradient interpretation panel,unstable-led with strata retained,observed-comparison,not_interventional,False,True,not_applicable_no_interval_selected,not_applicable,u008 aligns with a smoothed radial-drift/geodesic-curvature motif at a large lag.
E08_GEO_ENCODING,geodesic_curvature_compression,hidden_encoding,S08,reports/xai/S08_artifacts/probe_scores.csv,"{""concept"":""geodesic_curvature""}",member_id;layer_index;encoded_r2;encoded_r2_stable_or_near_floor;encoded_r2_unstable;permuted_r2,15,"[{""encoded_r2"":""0.8405042844018631"",""encoded_r2_stable_or_near_floor"":""0.882652821134511"",""encoded_r2_unstable"":""0.8264558617040438"",""layer_index"":""0"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.002579342967895748""},{""encoded_r2"":""0.8475959109065738"",""encoded_r2_stable_or_near_floor"":""0.8486344047604031"",""encoded_r2_unstable"":""0.84506778502148"",""layer_index"":""1"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.000638059145950276""},{""encoded_r2"":""0.8207037663776053"",""encoded_r2_stable_or_near_floor"":""0.8473490860570023"",""encoded_r2_unstable"":""0.8106695290136539"",""layer_index"":""2"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.0032275856786514456""},{""encoded_r2"":""0.7430520471354443"",""encoded_r2_stable_or_near_floor"":""0.7516909933051521"",""encoded_r2_unstable"":""0.7368769254915233"",""layer_index"":""3"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.001749505689790709""},{""encoded_r2"":""0.5481237941633053"",""encoded_r2_stable_or_near_floor"":""0.6433763682191789"",""encoded_r2_unstable"":""0.515031770956557"",""layer_index"":""4"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.000597914606198735""},{""encoded_r2"":""0.965529797063226"",""encoded_r2_stable_or_near_floor"":""0.9697383494815844"",""encoded_r2_unstable"":""0.9638545241830341"",""layer_index"":""0"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.003408493991834627""},{""encoded_r2"":""0.8253289770252112"",""encoded_r2_stable_or_near_floor"":""0.8370208404676797"",""encoded_r2_unstable"":""0.8195152209855645"",""layer_index"":""1"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0032735915854367192""},{""encoded_r2"":""0.6134630907325243"",""encoded_r2_stable_or_near_floor"":""0.616901371939085"",""encoded_r2_unstable"":""0.6068277228404024"",""layer_index"":""2"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.002117358488196608""},{""encoded_r2"":""0.5498097617951685"",""encoded_r2_stable_or_near_floor"":""0.5956975731622398"",""encoded_r2_unstable"":""0.5304508928001297"",""layer_index"":""3"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.002550397275431493""},{""encoded_r2"":""0.5315311134936253"",""encoded_r2_stable_or_near_floor"":""0.5755041335902837"",""encoded_r2_unstable"":""0.5124353493569874"",""layer_index"":""4"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0008772399384113783""},{""encoded_r2"":""0.9433583416384081"",""encoded_r2_stable_or_near_floor"":""0.9580760497804716"",""encoded_r2_unstable"":""0.9384388893164122"",""layer_index"":""0"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0013609857328293895""},{""encoded_r2"":""0.8703272643961583"",""encoded_r2_stable_or_near_floor"":""0.8956434570498752"",""encoded_r2_unstable"":""0.8613913900074409"",""layer_index"":""1"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0015508229514749061""},{""encoded_r2"":""0.7065278994762166"",""encoded_r2_stable_or_near_floor"":""0.7662611019367083"",""encoded_r2_unstable"":""0.6856273666360029"",""layer_index"":""2"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.00278082689350323""},{""encoded_r2"":""0.6399333885911704"",""encoded_r2_stable_or_near_floor"":""0.7037689050270337"",""encoded_r2_unstable"":""0.6169149838337351"",""layer_index"":""3"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0025740744547573247""},{""encoded_r2"":""0.649117066037834"",""encoded_r2_stable_or_near_floor"":""0.7093061512393564"",""encoded_r2_unstable"":""0.6272462231093577"",""layer_index"":""4"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0012868211399930107""}]",hidden_probe,supports,"{""control_field"":""permuted_r2"",""encoded_field"":""encoded_r2"",""kind"":""probe_vs_permutation"",""minimum_gain"":0.1,""stable_field"":""encoded_r2_stable_or_near_floor"",""unstable_field"":""encoded_r2_unstable""}","config.direction_rule:probe_vs_permutation;median_gains=overall:0.745169,stable:0.768378,unstable:0.738994;minimum_gain=0.1","native max(log Q, -2)","native max(log Q, -2)",probe_scores.csv:estimand,invariant_tilde_f,S01 varied-gradient interpretation panel,all with stable and unstable retained,observed-comparison,not_interventional,False,True,not_applicable_no_interval_selected,not_applicable,Geodesic curvature is strongly decodable across hidden layers.
E08_GEO_USE,geodesic_curvature_compression,hidden_intervention,S08,reports/xai/S08_artifacts/tcav_use.csv,"{""concept"":""geodesic_curvature""}",member_id;layer_index;mean_directional_derivative;mean_directional_derivative_stable_or_near_floor;mean_directional_derivative_unstable;use_claim_permitted,15,"[{""layer_index"":""0"",""mean_directional_derivative"":""-0.19638411700725555"",""mean_directional_derivative_stable_or_near_floor"":""0.04492936655879021"",""mean_directional_derivative_unstable"":""-0.2813536524772644"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""True""},{""layer_index"":""1"",""mean_directional_derivative"":""-0.15063415467739105"",""mean_directional_derivative_stable_or_near_floor"":""0.06410706788301468"",""mean_directional_derivative_unstable"":""-0.22624725103378296"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""True""},{""layer_index"":""2"",""mean_directional_derivative"":""-0.16580618917942047"",""mean_directional_derivative_stable_or_near_floor"":""0.12655910849571228"",""mean_directional_derivative_unstable"":""-0.2687516510486603"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""False""},{""layer_index"":""3"",""mean_directional_derivative"":""0.21863853931427002"",""mean_directional_derivative_stable_or_near_floor"":""0.19319671392440796"",""mean_directional_derivative_unstable"":""0.22759689390659332"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""True""},{""layer_index"":""4"",""mean_directional_derivative"":""0.1474170833826065"",""mean_directional_derivative_stable_or_near_floor"":""0.1251692771911621"",""mean_directional_derivative_unstable"":""0.15525075793266296"",""member_id"":""2864601_0.437"",""use_claim_permitted"":""True""},{""layer_index"":""0"",""mean_directional_derivative"":""-0.746497631072998"",""mean_directional_derivative_stable_or_near_floor"":""-0.023742912337183952"",""mean_directional_derivative_unstable"":""-1.0009887218475342"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""True""},{""layer_index"":""1"",""mean_directional_derivative"":""-0.24648790061473846"",""mean_directional_derivative_stable_or_near_floor"":""0.11921555548906326"",""mean_directional_derivative_unstable"":""-0.37525674700737"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""True""},{""layer_index"":""2"",""mean_directional_derivative"":""0.13082273304462433"",""mean_directional_derivative_stable_or_near_floor"":""0.2661150097846985"",""mean_directional_derivative_unstable"":""0.083184614777565"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""False""},{""layer_index"":""3"",""mean_directional_derivative"":""0.13399235904216766"",""mean_directional_derivative_stable_or_near_floor"":""0.12973839044570923"",""mean_directional_derivative_unstable"":""0.13549020886421204"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""True""},{""layer_index"":""4"",""mean_directional_derivative"":""0.07661562412977219"",""mean_directional_derivative_stable_or_near_floor"":""0.04243700951337814"",""mean_directional_derivative_unstable"":""0.08865034580230713"",""member_id"":""2864601_0.371"",""use_claim_permitted"":""False""},{""layer_index"":""0"",""mean_directional_derivative"":""-0.5544989705085754"",""mean_directional_derivative_stable_or_near_floor"":""0.21218816936016083"",""mean_directional_derivative_unstable"":""-0.8244591951370239"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""True""},{""layer_index"":""1"",""mean_directional_derivative"":""-0.27196720242500305"",""mean_directional_derivative_stable_or_near_floor"":""0.09389214217662811"",""mean_directional_derivative_unstable"":""-0.4007909595966339"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""False""},{""layer_index"":""2"",""mean_directional_derivative"":""0.3457828760147095"",""mean_directional_derivative_stable_or_near_floor"":""0.46779781579971313"",""mean_directional_derivative_unstable"":""0.30281996726989746"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""False""},{""layer_index"":""3"",""mean_directional_derivative"":""0.37112900614738464"",""mean_directional_derivative_stable_or_near_floor"":""0.37350764870643616"",""mean_directional_derivative_unstable"":""0.37029141187667847"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""True""},{""layer_index"":""4"",""mean_directional_derivative"":""0.2654106914997101"",""mean_directional_derivative_stable_or_near_floor"":""0.11611234396696091"",""mean_directional_derivative_unstable"":""0.31798049807548523"",""member_id"":""2864601_0.409"",""use_claim_permitted"":""True""}]",hidden_intervention,regime-dependent,"{""field"":""use_claim_permitted"",""kind"":""tcav_pass_fraction""}",config.direction_rule:tcav_pass_fraction;use_claim_permitted=10/15,"native max(log Q, -2)","native max(log Q, -2)",tcav_use.csv:estimand,invariant_tilde_f,S01 96-row registered hidden-intervention subset,pooled claim with regime checks retained,deliberately_off_manifold_diagnostic,edit hidden state along matched geodesic-curvature concept direction,True,True,not_applicable_no_interval_selected,not_applicable,Geodesic-curvature use passes 10/15 cells and changes sign with depth.
E12_GEO_RECURRENCE,geodesic_curvature_compression,distillation,S12,reports/xai/S12_artifacts/term_recurrence.csv,"{""feature_name"":""geodesic_curvature_compression"",""target_kind"":""member_output""}",target_id;top_k_recurrence;median_importance;importance_ci95_lower;importance_ci95_upper;bootstrap_unit,3,"[{""bootstrap_unit"":""equilibrium_files"",""importance_ci95_lower"":""0.0673083656830327"",""importance_ci95_upper"":""0.15782806311712966"",""median_importance"":""0.1154659866401522"",""target_id"":""2864601_0.437"",""top_k_recurrence"":""0.6""},{""bootstrap_unit"":""equilibrium_files"",""importance_ci95_lower"":""0.05953239038782195"",""importance_ci95_upper"":""0.14851727399081274"",""median_importance"":""0.09899785640353947"",""target_id"":""2864601_0.371"",""top_k_recurrence"":""0.26666666666666666""},{""bootstrap_unit"":""equilibrium_files"",""importance_ci95_lower"":""0.04989701055146313"",""importance_ci95_upper"":""0.14368521336654538"",""median_importance"":""0.0992257152377602"",""target_id"":""2864601_0.409"",""top_k_recurrence"":""0.36666666666666664""}]",distillation,regime-dependent,"{""field"":""top_k_recurrence"",""kind"":""recurrence_across_members"",""support_threshold"":0.5}",config.direction_rule:recurrence_across_members;range=0.266667-0.6;support_threshold=0.5,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,three invariant_tilde_f member functions,S01 varied-gradient interpretation panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S12_artifacts/term_recurrence.csv:bootstrap_unit,Geodesic/compression recurrence is only 0.27-0.60 across member-output refits.
E13_GEO_QZ,geodesic_curvature_compression,Q_z,S13,reports/xai/S13_artifacts/fixed_associations.csv,"{""candidate"":""geodesic_curvature_compression"",""gradient_set"":""fixed"",""outcome"":""Qz_localization"",""regime"":""all""}",spearman_rho;ci95_lower;ci95_upper;bootstrap_unit,1,"[{""bootstrap_unit"":""equilibrium_files"",""ci95_lower"":""0.040362225459665314"",""ci95_upper"":""0.15791103878094248"",""spearman_rho"":""0.101983433983434""}]",gx_spatial_observation,mixed,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""mixed""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)",Qz_localization,fixed_associations.csv:outcome,observed GX fixed-drive outcome,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/fixed_associations.csv:bootstrap_unit,Geodesic/compression has only a weak Q(z)-localization association.
E13_GEO_ZONAL,geodesic_curvature_compression,zonal_flow,S13,reports/xai/S13_artifacts/fixed_associations.csv,"{""candidate"":""geodesic_curvature_compression"",""gradient_set"":""fixed"",""outcome"":""log10_zonal_phi2"",""regime"":""all""}",spearman_rho;ci95_lower;ci95_upper;bootstrap_unit,1,"[{""bootstrap_unit"":""equilibrium_files"",""ci95_lower"":""0.2528959742898423"",""ci95_upper"":""0.37950396780726314"",""spearman_rho"":""0.3152602352602353""}]",gx_scalar_observation,descriptive,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""descriptive""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)",log10_zonal_phi2,fixed_associations.csv:outcome,observed GX fixed-drive outcome,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/fixed_associations.csv:bootstrap_unit,Geodesic/compression has a resolved but non-dominant zonal association.
