member_id,stored_validation_rank,stored_validation_r2,block,kernel_size,output_stride,formal_span,left_extent,right_extent,center_offset,unique_periodic_positions,wraps,globally_connected
2864601_0.436,68,0.9854017550154825,5,13,32,333,144,188,22.0,96,True,True
2864601_0.454,69,0.9854013093969364,1,14,2,15,6,8,1.0,15,False,False
2864601_0.454,69,0.9854013093969364,2,6,4,27,10,16,3.0,27,False,False
2864601_0.454,69,0.9854013093969364,3,7,8,55,22,32,5.0,55,False,False
2864601_0.454,69,0.9854013093969364,4,6,16,103,38,64,13.0,96,True,True
2864601_0.454,69,0.9854013093969364,5,5,32,183,70,112,21.0,96,True,True
2864601_0.377,70,0.985380203573252,1,12,2,13,5,7,1.0,13,False,False
2864601_0.377,70,0.985380203573252,2,11,4,35,15,19,2.0,35,False,False
2864601_0.377,70,0.985380203573252,3,6,8,59,23,35,6.0,59,False,False
2864601_0.377,70,0.985380203573252,4,16,16,187,79,107,14.0,96,True,True
2864601_0.377,70,0.985380203573252,5,2,32,219,79,139,30.0,96,True,True
2864601_0.212,71,0.9853703895795144,1,7,2,8,3,4,0.5,8,False,False
2864601_0.212,71,0.9853703895795144,2,11,4,30,13,16,1.5,30,False,False
2864601_0.212,71,0.9853703895795144,3,12,8,78,33,44,5.5,78,False,False
2864601_0.212,71,0.9853703895795144,4,13,16,182,81,100,9.5,96,True,True
2864601_0.212,71,0.9853703895795144,5,4,32,246,97,148,25.5,96,True,True
2864601_0.123,72,0.9853689140399841,1,6,2,7,2,4,1.0,7,False,False
2864601_0.123,72,0.9853689140399841,2,9,4,25,10,14,2.0,25,False,False
2864601_0.123,72,0.9853689140399841,3,15,8,85,38,46,4.0,85,False,False
2864601_0.123,72,0.9853689140399841,4,9,16,157,70,86,8.0,96,True,True
2864601_0.123,72,0.9853689140399841,5,5,32,237,102,134,16.0,96,True,True
2864601_0.288,73,0.9853655973775949,1,16,2,17,7,9,1.0,17,False,False
2864601_0.288,73,0.9853655973775949,2,7,4,31,13,17,2.0,31,False,False
2864601_0.288,73,0.9853655973775949,3,8,8,63,25,37,6.0,63,False,False
2864601_0.288,73,0.9853655973775949,4,12,16,159,65,93,14.0,96,True,True
2864601_0.288,73,0.9853655973775949,5,10,32,319,129,189,30.0,96,True,True
2864601_0.349,74,0.9853648639346299,1,14,2,15,6,8,1.0,15,False,False
2864601_0.349,74,0.9853648639346299,2,14,4,43,18,24,3.0,43,False,False
2864601_0.349,74,0.9853648639346299,3,3,8,55,22,32,5.0,55,False,False
2864601_0.349,74,0.9853648639346299,4,9,16,127,54,72,9.0,96,True,True
2864601_0.349,74,0.9853648639346299,5,13,32,335,150,184,17.0,96,True,True
2864601_0.510,75,0.9853339296435432,1,15,2,16,7,8,0.5,16,False,False
2864601_0.510,75,0.9853339296435432,2,6,4,28,11,16,2.5,28,False,False
2864601_0.510,75,0.9853339296435432,3,10,8,68,27,40,6.5,68,False,False
2864601_0.510,75,0.9853339296435432,4,9,16,140,59,80,10.5,96,True,True
2864601_0.510,75,0.9853339296435432,5,5,32,220,91,128,18.5,96,True,True
2864601_0.376,76,0.9853303513254787,1,11,2,12,5,6,0.5,12,False,False
2864601_0.376,76,0.9853303513254787,2,9,4,30,13,16,1.5,30,False,False
2864601_0.376,76,0.9853303513254787,3,3,8,42,17,24,3.5,42,False,False
2864601_0.376,76,0.9853303513254787,4,16,16,170,73,96,11.5,96,True,True
2864601_0.376,76,0.9853303513254787,5,9,32,314,137,176,19.5,96,True,True
2864601_0.305,77,0.9853293464869389,1,16,2,17,7,9,1.0,17,False,False
2864601_0.305,77,0.9853293464869389,2,9,4,35,15,19,2.0,35,False,False
2864601_0.305,77,0.9853293464869389,3,3,8,47,19,27,4.0,47,False,False
2864601_0.305,77,0.9853293464869389,4,3,16,71,27,43,8.0,71,False,False
2864601_0.305,77,0.9853293464869389,5,11,32,247,107,139,16.0,96,True,True
2864601_0.496,78,0.9853293403601217,1,14,2,15,6,8,1.0,15,False,False
2864601_0.496,78,0.9853293403601217,2,6,4,27,10,16,3.0,27,False,False
2864601_0.496,78,0.9853293403601217,3,12,8,75,30,44,7.0,75,False,False
2864601_0.496,78,0.9853293403601217,4,2,16,91,30,60,15.0,91,False,False
2864601_0.496,78,0.9853293403601217,5,7,32,203,78,124,23.0,96,True,True
2864601_0.261,79,0.9853273244133539,1,16,2,17,7,9,1.0,17,False,False
2864601_0.261,79,0.9853273244133539,2,13,4,43,19,23,2.0,43,False,False
2864601_0.261,79,0.9853273244133539,3,7,8,71,31,39,4.0,71,False,False
2864601_0.261,79,0.9853273244133539,4,6,16,119,47,71,12.0,96,True,True
2864601_0.261,79,0.9853273244133539,5,12,32,311,127,183,28.0,96,True,True
2864601_0.252,80,0.9853124464355186,1,12,2,13,5,7,1.0,13,False,False
2864601_0.252,80,0.9853124464355186,2,12,4,37,15,21,3.0,37,False,False
2864601_0.252,80,0.9853124464355186,3,10,8,77,31,45,7.0,77,False,False
2864601_0.252,80,0.9853124464355186,4,6,16,125,47,77,15.0,96,True,True
2864601_0.252,80,0.9853124464355186,5,11,32,301,127,173,23.0,96,True,True
2864601_0.208,81,0.9853096868068765,1,4,2,5,1,3,1.0,5,False,False
2864601_0.208,81,0.9853096868068765,2,9,4,23,9,13,2.0,23,False,False
2864601_0.208,81,0.9853096868068765,3,12,8,71,29,41,6.0,71,False,False
2864601_0.208,81,0.9853096868068765,4,12,16,167,69,97,14.0,96,True,True
2864601_0.208,81,0.9853096868068765,5,4,32,231,85,145,30.0,96,True,True
2864601_0.230,82,0.9852937460407709,1,6,2,7,2,4,1.0,7,False,False
2864601_0.230,82,0.9852937460407709,2,4,4,15,4,10,3.0,15,False,False
2864601_0.230,82,0.9852937460407709,3,10,8,55,20,34,7.0,55,False,False
2864601_0.230,82,0.9852937460407709,4,9,16,127,52,74,11.0,96,True,True
2864601_0.230,82,0.9852937460407709,5,11,32,303,132,170,19.0,96,True,True
2864601_0.452,83,0.9852886081945107,1,12,2,13,5,7,1.0,13,False,False
2864601_0.452,83,0.9852886081945107,2,16,4,45,19,25,3.0,45,False,False
2864601_0.452,83,0.9852886081945107,3,15,8,105,47,57,5.0,96,True,True
2864601_0.452,83,0.9852886081945107,4,6,16,153,63,89,13.0,96,True,True
2864601_0.452,83,0.9852886081945107,5,11,32,329,143,185,21.0,96,True,True
2864601_0.498,84,0.9852847366278263,1,11,2,12,5,6,0.5,12,False,False
2864601_0.498,84,0.9852847366278263,2,2,4,16,5,10,2.5,16,False,False
2864601_0.498,84,0.9852847366278263,3,6,8,40,13,26,6.5,40,False,False
2864601_0.498,84,0.9852847366278263,4,14,16,152,61,90,14.5,96,True,True
2864601_0.498,84,0.9852847366278263,5,10,32,312,125,186,30.5,96,True,True
2864601_0.271,85,0.9852781663945789,1,11,2,12,5,6,0.5,12,False,False
2864601_0.271,85,0.9852781663945789,2,11,4,34,15,18,1.5,34,False,False
2864601_0.271,85,0.9852781663945789,3,8,8,66,27,38,5.5,66,False,False
2864601_0.271,85,0.9852781663945789,4,13,16,170,75,94,9.5,96,True,True
2864601_0.271,85,0.9852781663945789,5,12,32,362,155,206,25.5,96,True,True
2864601_0.450,86,0.9852622576533231,1,3,2,4,1,2,0.5,4,False,False
2864601_0.450,86,0.9852622576533231,2,5,4,14,5,8,1.5,14,False,False
2864601_0.450,86,0.9852622576533231,3,9,8,50,21,28,3.5,50,False,False
2864601_0.450,86,0.9852622576533231,4,2,16,66,21,44,11.5,66,False,False
2864601_0.450,86,0.9852622576533231,5,10,32,226,85,140,27.5,96,True,True
2864601_0.46,87,0.9852597481974614,1,2,2,3,0,2,1.0,3,False,False
2864601_0.46,87,0.9852597481974614,2,14,4,31,12,18,3.0,31,False,False
2864601_0.46,87,0.9852597481974614,3,7,8,59,24,34,5.0,59,False,False
2864601_0.46,87,0.9852597481974614,4,16,16,187,80,106,13.0,96,True,True
2864601_0.46,87,0.9852597481974614,5,2,32,219,80,138,29.0,96,True,True
2864601_0.308,88,0.9852545456058796,1,13,2,14,6,7,0.5,14,False,False
2864601_0.308,88,0.9852545456058796,2,4,4,22,8,13,2.5,22,False,False
2864601_0.308,88,0.9852545456058796,3,14,8,78,32,45,6.5,78,False,False
2864601_0.308,88,0.9852545456058796,4,12,16,174,72,101,14.5,96,True,True
2864601_0.308,88,0.9852545456058796,5,13,32,382,168,213,22.5,96,True,True
2864601_0.163,89,0.9852532207219727,1,10,2,11,4,6,1.0,11,False,False
2864601_0.163,89,0.9852532207219727,2,8,4,27,10,16,3.0,27,False,False
2864601_0.163,89,0.9852532207219727,3,3,8,39,14,24,5.0,39,False,False
2864601_0.163,89,0.9852532207219727,4,15,16,159,70,88,9.0,96,True,True
2864601_0.163,89,0.9852532207219727,5,11,32,335,150,184,17.0,96,True,True
2864601_0.246,90,0.9852519428145636,1,4,2,5,1,3,1.0,5,False,False
2864601_0.246,90,0.9852519428145636,2,13,4,31,13,17,2.0,31,False,False
2864601_0.246,90,0.9852519428145636,3,9,8,67,29,37,4.0,67,False,False
2864601_0.246,90,0.9852519428145636,4,12,16,163,69,93,12.0,96,True,True
2864601_0.246,90,0.9852519428145636,5,13,32,371,165,205,20.0,96,True,True
2864601_0.438,91,0.9852448117304078,1,7,2,8,3,4,0.5,8,False,False
2864601_0.438,91,0.9852448117304078,2,2,4,12,3,8,2.5,12,False,False
2864601_0.438,91,0.9852448117304078,3,4,8,28,7,20,6.5,28,False,False
2864601_0.438,91,0.9852448117304078,4,13,16,132,55,76,10.5,96,True,True
2864601_0.438,91,0.9852448117304078,5,9,32,276,119,156,18.5,96,True,True
2864601_0.362,92,0.9852437499754315,1,14,2,15,6,8,1.0,15,False,False
2864601_0.362,92,0.9852437499754315,2,8,4,31,12,18,3.0,31,False,False
2864601_0.362,92,0.9852437499754315,3,10,8,71,28,42,7.0,71,False,False
2864601_0.362,92,0.9852437499754315,4,5,16,111,44,66,11.0,96,True,True
2864601_0.362,92,0.9852437499754315,5,13,32,319,140,178,19.0,96,True,True
2864601_0.136,93,0.9852271732044668,1,11,2,12,5,6,0.5,12,False,False
2864601_0.136,93,0.9852271732044668,2,16,4,44,19,24,2.5,44,False,False
2864601_0.136,93,0.9852271732044668,3,13,8,96,43,52,4.5,96,False,True
2864601_0.136,93,0.9852271732044668,4,11,16,184,83,100,8.5,96,True,True
2864601_0.136,93,0.9852271732044668,5,4,32,248,99,148,24.5,96,True,True
2864601_0.250,94,0.9852260848904939,1,15,2,16,7,8,0.5,16,False,False
2864601_0.250,94,0.9852260848904939,2,6,4,28,11,16,2.5,28,False,False
2864601_0.250,94,0.9852260848904939,3,9,8,64,27,36,4.5,64,False,False
2864601_0.250,94,0.9852260848904939,4,10,16,144,59,84,12.5,96,True,True
2864601_0.250,94,0.9852260848904939,5,10,32,304,123,180,28.5,96,True,True
2864601_0.247,95,0.9851968189547502,1,15,2,16,7,8,0.5,16,False,False
2864601_0.247,95,0.9851968189547502,2,11,4,38,17,20,1.5,38,False,False
2864601_0.247,95,0.9851968189547502,3,2,8,46,17,28,5.5,46,False,False
2864601_0.247,95,0.9851968189547502,4,9,16,118,49,68,9.5,96,True,True
2864601_0.247,95,0.9851968189547502,5,6,32,214,81,132,25.5,96,True,True
2864601_0.382,96,0.9851953071572922,1,14,2,15,6,8,1.0,15,False,False
2864601_0.382,96,0.9851953071572922,2,7,4,29,12,16,2.0,29,False,False
2864601_0.382,96,0.9851953071572922,3,8,8,61,24,36,6.0,61,False,False
2864601_0.382,96,0.9851953071572922,4,9,16,133,56,76,10.0,96,True,True
2864601_0.382,96,0.9851953071572922,5,12,32,325,136,188,26.0,96,True,True
2864601_0.307,97,0.9851743547486735,1,6,2,7,2,4,1.0,7,False,False
2864601_0.307,97,0.9851743547486735,2,9,4,25,10,14,2.0,25,False,False
2864601_0.307,97,0.9851743547486735,3,9,8,61,26,34,4.0,61,False,False
2864601_0.307,97,0.9851743547486735,4,9,16,133,58,74,8.0,96,True,True
2864601_0.307,97,0.9851743547486735,5,12,32,325,138,186,24.0,96,True,True
2864601_0.339,98,0.9851662119214212,1,14,2,15,6,8,1.0,15,False,False
2864601_0.339,98,0.9851662119214212,2,5,4,25,10,14,2.0,25,False,False
2864601_0.339,98,0.9851662119214212,3,2,8,33,10,22,6.0,33,False,False
2864601_0.339,98,0.9851662119214212,4,11,16,121,50,70,10.0,96,True,True
2864601_0.339,98,0.9851662119214212,5,9,32,265,114,150,18.0,96,True,True
2864601_0.426,99,0.985162661317769,1,14,2,15,6,8,1.0,15,False,False
2864601_0.426,99,0.985162661317769,2,4,4,23,8,14,3.0,23,False,False
2864601_0.426,99,0.985162661317769,3,5,8,43,16,26,5.0,43,False,False
2864601_0.426,99,0.985162661317769,4,11,16,131,56,74,9.0,96,True,True
2864601_0.426,99,0.985162661317769,5,13,32,339,152,186,17.0,96,True,True
2864601_0.379,100,0.9851606281154485,1,5,2,6,2,3,0.5,6,False,False
2864601_0.379,100,0.9851606281154485,2,4,4,14,4,9,2.5,14,False,False
2864601_0.379,100,0.9851606281154485,3,5,8,34,12,21,4.5,34,False,False
2864601_0.379,100,0.9851606281154485,4,3,16,58,20,37,8.5,58,False,False
2864601_0.379,100,0.9851606281154485,5,9,32,202,84,117,16.5,96,True,True
